City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Current Weather Conditions
165,Leesburg,39.1157,-77.5636,95.11,44,40,1.01,US,2021-06-06 19:46:34,scattered clouds
166,Veinticinco De Mayo,-35.4323,-60.1727,57.06,52,99,4.0,AR,2021-06-06 19:46:34,overcast clouds
167,Kargasok,59.0556,80.8572,52.65,96,100,8.75,RU,2021-06-06 19:46:34,overcast clouds
168,Conceicao Do Araguaia,-8.2578,-49.2647,89.73,43,0,1.92,BR,2021-06-06 19:43:13,clear sky
169,Waingapu,-9.6567,120.2641,76.37,87,52,6.85,ID,2021-06-06 19:46:35,broken clouds
170,Birao,10.2849,22.7882,82.06,55,57,3.58,CF,2021-06-06 19:46:35,broken clouds
171,Boden,65.8252,21.6886,69.8,58,31,1.59,SE,2021-06-06 19:46:36,scattered clouds
172,Sabinas Hidalgo,26.5,-100.1667,104.86,18,0,7.83,MX,2021-06-06 19:46:36,clear sky
173,Galle,6.0367,80.217,80.42,83,100,11.1,LK,2021-06-06 19:46:36,overcast clouds
174,Duldurga,50.6761,113.5931,54.99,72,93,4.92,RU,2021-06-06 19:46:37,overcast clouds
175,Bethel,41.3712,-73.414,94.95,45,1,1.01,US,2021-06-06 19:46:37,clear sky
176,Batagay,67.6333,134.6333,49.14,48,61,3.06,RU,2021-06-06 19:46:37,broken clouds
177,Asyut,27.181,31.1837,80.78,19,8,12.03,EG,2021-06-06 19:46:38,clear sky
178,Iqaluit,63.7506,-68.5145,37.13,69,75,4.0,CA,2021-06-06 19:45:16,broken clouds
179,Toora-Khem,52.4675,96.11,40.69,87,100,1.88,RU,2021-06-06 19:46:38,overcast clouds
180,Khani,41.9563,42.9566,51.37,99,93,0.27,GE,2021-06-06 19:46:38,overcast clouds
181,Urengoy,65.9667,78.3667,33.19,77,51,7.2,RU,2021-06-06 19:46:39,broken clouds
182,Hami,42.8,93.45,66.81,14,37,13.76,CN,2021-06-06 19:46:39,scattered clouds
183,Sitka,57.0531,-135.33,51.69,71,90,6.91,US,2021-06-06 19:46:40,light rain
184,Portland,45.5234,-122.6762,61.52,62,90,4.0,US,2021-06-06 19:44:43,overcast clouds
185,Bon Air,37.5249,-77.5578,94.71,50,100,1.99,US,2021-06-06 19:46:40,overcast clouds
186,Kamaishi,39.2667,141.8833,63.41,78,100,6.78,JP,2021-06-06 19:46:40,overcast clouds
187,Kodinsk,58.6881,99.1844,40.08,77,23,4.09,RU,2021-06-06 19:46:41,few clouds
188,Kamyshin,50.0983,45.416,60.58,77,55,4.54,RU,2021-06-06 19:43:28,broken clouds
189,Acajutla,13.5928,-89.8275,97.14,66,79,6.24,SV,2021-06-06 19:45:56,broken clouds
190,San Quintin,30.4833,-115.95,66.4,62,17,11.95,MX,2021-06-06 19:42:19,few clouds
191,Hokitika,-42.7167,170.9667,54.64,87,100,6.22,NZ,2021-06-06 19:46:41,light rain
192,Porbandar,21.6422,69.6093,84.99,68,5,11.65,IN,2021-06-06 19:46:42,clear sky
193,Katherine,-14.4667,132.2667,59.32,77,82,6.29,AU,2021-06-06 19:46:42,broken clouds
194,Carnarvon,-24.8667,113.6333,59.07,82,100,6.91,AU,2021-06-06 19:46:43,overcast clouds
195,San Patricio,28.017,-97.5169,91.81,65,10,17.78,US,2021-06-06 19:42:09,clear sky
196,Linxia,35.6003,103.2064,55.02,76,99,5.64,CN,2021-06-06 19:46:43,overcast clouds
197,Monroe,43.1501,-77.6831,89.22,41,40,13.8,US,2021-06-06 19:46:44,scattered clouds
198,Tura,25.5198,90.2201,72.93,97,76,6.06,IN,2021-06-06 19:46:44,light rain
199,Tobane,-21.95,27.9,55.54,61,1,9.22,BW,2021-06-06 19:46:44,clear sky
200,Talcahuano,-36.7167,-73.1167,55.08,58,75,3.44,CL,2021-06-06 19:46:45,light rain
201,Tutoia,-2.7619,-42.2744,87.78,73,61,6.24,BR,2021-06-06 19:46:45,broken clouds
202,Yaroslavl,57.6299,39.8737,58.8,88,0,2.46,RU,2021-06-06 19:46:45,clear sky
203,Shevchenkove,49.6959,37.1735,58.78,93,20,6.78,UA,2021-06-06 19:46:46,few clouds
204,Namibe,-15.1961,12.1522,73.92,62,47,5.84,AO,2021-06-06 19:45:40,scattered clouds
205,Prainha,-1.8,-53.48,85.19,65,93,2.93,BR,2021-06-06 19:46:46,overcast clouds
206,Manggar,-2.8833,108.2667,81.91,77,100,9.62,ID,2021-06-06 19:46:46,overcast clouds
207,Landshut,48.5333,12.15,63.99,96,100,5.73,DE,2021-06-06 19:46:47,overcast clouds
208,Dubbo,-32.25,148.6167,33.93,100,11,0.0,AU,2021-06-06 19:46:47,few clouds
209,Acapulco,16.8634,-99.8901,89.4,61,100,10.27,MX,2021-06-06 19:46:48,overcast clouds
210,Karratha,-20.7377,116.8463,74.97,62,96,7.9,AU,2021-06-06 19:46:48,overcast clouds
211,Buchanan,5.8808,-10.0467,80.56,85,99,4.25,LR,2021-06-06 19:46:48,moderate rain
212,Gat,31.61,34.7642,72.81,68,0,2.66,IL,2021-06-06 19:44:00,clear sky
213,Kingisepp,59.3733,28.6134,55.62,83,44,3.36,RU,2021-06-06 19:46:49,scattered clouds
214,Richards Bay,-28.783,32.0377,59.56,77,0,7.38,ZA,2021-06-06 19:46:49,clear sky
215,Altagracia De Orituco,9.8601,-66.3814,82.02,61,100,5.59,VE,2021-06-06 19:46:49,overcast clouds
216,Along,28.1667,94.7667,72.01,99,100,0.49,IN,2021-06-06 19:46:41,overcast clouds
217,Antofagasta,-23.65,-70.4,61.88,73,20,8.66,CL,2021-06-06 19:46:50,few clouds
218,Tautira,-17.7333,-149.15,84.22,73,42,11.86,PF,2021-06-06 19:46:50,scattered clouds
219,Ponta Do Sol,32.6667,-17.1,68.63,67,0,2.48,PT,2021-06-06 19:46:51,clear sky
220,Lamu,-2.2717,40.902,77.18,83,56,19.62,KE,2021-06-06 19:46:51,light rain
221,Kimbe,-5.5502,150.1429,74.64,91,69,3.49,PG,2021-06-06 19:46:51,broken clouds
222,Alice Springs,-23.7,133.8833,35.15,80,16,3.74,AU,2021-06-06 19:46:52,few clouds
223,Aswan,24.0934,32.907,88.2,12,5,12.75,EG,2021-06-06 19:46:52,clear sky
224,Rundu,-17.9333,19.7667,52.63,50,0,6.46,NA,2021-06-06 19:46:52,clear sky
225,Port Lincoln,-34.7333,135.8667,60.3,51,100,22.53,AU,2021-06-06 19:46:53,overcast clouds
226,Avera,33.194,-82.5271,90.91,61,99,9.1,US,2021-06-06 19:46:53,overcast clouds
227,Uhlove,44.8215,33.6045,60.57,85,56,6.04,UA,2021-06-06 19:46:53,broken clouds
228,Grand Gaube,-20.0064,57.6608,73.8,83,6,3.0,MU,2021-06-06 19:46:54,clear sky
229,Luena,-11.7833,19.9167,55.24,63,49,4.79,AO,2021-06-06 19:46:54,scattered clouds
230,Megion,61.0296,76.1136,44.62,65,0,6.35,RU,2021-06-06 19:46:54,clear sky
231,Kamina,-8.7386,24.9906,64.98,63,4,4.68,CD,2021-06-06 19:46:55,clear sky
232,Hazorasp,41.3194,61.0742,82.24,20,22,11.45,UZ,2021-06-06 19:46:55,few clouds
233,Lotoshino,56.2267,35.6414,60.01,82,100,1.77,RU,2021-06-06 19:46:56,light rain
234,Santa Maria Da Vitoria,-13.3947,-44.1886,83.91,36,100,7.0,BR,2021-06-06 19:46:56,overcast clouds
235,Nikolskoye,59.7035,30.7861,66.09,73,43,4.7,RU,2021-06-06 19:46:56,scattered clouds
236,Cabedelo,-6.9811,-34.8339,79.47,84,17,14.27,BR,2021-06-06 19:46:57,few clouds
237,Chimbote,-9.0853,-78.5783,68.5,74,99,9.57,PE,2021-06-06 19:44:56,overcast clouds
238,Manzanillo,20.3433,-77.1167,85.32,68,44,4.05,CU,2021-06-06 19:46:57,scattered clouds
239,Waipawa,-41.4122,175.5153,53.46,91,100,1.25,NZ,2021-06-06 19:46:58,overcast clouds
240,Det Udom,14.906,105.0784,80.04,86,100,7.02,TH,2021-06-06 19:46:58,moderate rain
241,Hasaki,35.7333,140.8333,66.49,85,100,1.74,JP,2021-06-06 19:46:58,overcast clouds
242,Tatawin,32.9297,10.4518,92.28,28,67,6.24,TN,2021-06-06 19:46:59,broken clouds
243,Auki,-8.7676,160.7034,77.63,86,10,3.53,SB,2021-06-06 19:46:59,clear sky
244,Warren,39.4334,-84.1666,84.15,62,40,12.66,US,2021-06-06 19:46:36,scattered clouds
245,Constitucion,-35.3333,-72.4167,54.77,63,100,10.89,CL,2021-06-06 19:45:57,overcast clouds
246,Mountain Home,43.133,-115.6912,69.94,19,20,2.1,US,2021-06-06 19:45:02,few clouds
247,Hobart,-42.8794,147.3294,53.46,82,100,7.38,AU,2021-06-06 19:47:00,overcast clouds
248,Chapais,49.7834,-74.8492,74.98,29,54,9.26,CA,2021-06-06 19:47:00,broken clouds
249,Cabo San Lucas,22.8909,-109.9124,103.8,36,1,9.22,MX,2021-06-06 19:47:01,clear sky
250,Lewistown,40.5992,-77.5714,92.95,37,75,6.91,US,2021-06-06 19:44:35,haze
251,Lompoc,34.6391,-120.4579,73.69,82,90,1.01,US,2021-06-06 19:45:45,overcast clouds
252,Zyryanka,65.75,150.85,49.96,62,100,15.35,RU,2021-06-06 19:47:01,overcast clouds
253,Monrovia,6.3005,-10.7969,80.37,84,98,7.18,LR,2021-06-06 19:47:02,light rain
254,Asbury Park,40.2204,-74.0121,97.29,50,20,10.76,US,2021-06-06 19:47:02,few clouds
255,Pedasi,7.5333,-80.0333,83.25,72,98,6.96,PA,2021-06-06 19:47:02,overcast clouds
256,Atar,20.5169,-13.0499,100.87,14,11,16.06,MR,2021-06-06 19:42:54,few clouds
257,Villa Union,23.2,-106.2333,91.02,76,3,12.71,MX,2021-06-06 19:47:03,clear sky
258,Zacapu,19.8333,-101.7167,70.75,35,100,3.44,MX,2021-06-06 19:47:03,overcast clouds
259,Umred,20.85,79.3333,84.49,50,25,6.73,IN,2021-06-06 19:47:04,scattered clouds
260,Ponnani,10.767,75.9252,79.92,84,92,2.01,IN,2021-06-06 19:47:04,overcast clouds
261,Westport,41.1415,-73.3579,98.28,42,1,1.99,US,2021-06-06 19:43:57,clear sky
262,Belyy Yar,53.6039,91.3903,48.09,87,0,6.44,RU,2021-06-06 19:47:05,clear sky
263,Aurillac,44.9167,2.45,61.05,78,0,6.91,FR,2021-06-06 19:46:18,clear sky
264,Cumbum,9.7333,77.3,74.25,89,95,6.98,IN,2021-06-06 19:47:05,overcast clouds
265,San Carlos De Bariloche,-41.1456,-71.3082,44.35,57,40,8.23,AR,2021-06-06 19:42:58,scattered clouds
266,Kloulklubed,7.0419,134.2556,79.3,82,100,7.02,PW,2021-06-06 19:47:05,overcast clouds
267,Onguday,50.75,86.15,42.4,91,1,2.64,RU,2021-06-06 19:47:06,clear sky
268,Maldonado,-34.6667,-54.9167,56.59,80,4,5.59,UY,2021-06-06 19:47:06,clear sky
269,Shirgaon,19.7,72.7,84.54,70,18,6.35,IN,2021-06-06 19:47:06,few clouds
270,Belaya Gora,68.5333,146.4167,39.43,82,100,7.29,RU,2021-06-06 19:47:07,overcast clouds
271,Atlantic Beach,30.3344,-81.3987,95.22,69,1,1.01,US,2021-06-06 19:47:07,clear sky
272,Plouzane,48.3833,-4.6167,59.18,79,75,7.45,FR,2021-06-06 19:47:08,broken clouds
273,Mbarara,-0.608,30.65,64.69,81,82,1.43,UG,2021-06-06 19:47:08,broken clouds
274,Itako,35.9333,140.55,74.03,96,100,1.61,JP,2021-06-06 19:47:09,overcast clouds
275,Novopokrovka,49.8425,36.5477,59.38,93,10,5.57,UA,2021-06-06 19:47:09,clear sky
276,Katsuura,35.1333,140.3,70.11,90,99,2.44,JP,2021-06-06 19:47:09,overcast clouds
277,Prado,-17.3411,-39.2208,74.37,81,5,5.7,BR,2021-06-06 19:47:10,clear sky
278,Mount Darwin,-16.7725,31.5838,54.09,68,35,5.55,ZW,2021-06-06 19:47:10,scattered clouds
279,Remanso,-9.6179,-42.0831,84.38,38,100,11.27,BR,2021-06-06 19:47:10,overcast clouds
280,Gumdag,39.2061,54.5906,75.02,53,0,13.87,TM,2021-06-06 19:47:11,clear sky
281,Nejdek,50.3224,12.7294,63.05,89,0,3.15,CZ,2021-06-06 19:47:11,clear sky
282,Sembakung,3.8167,117.25,73.58,99,100,4.14,ID,2021-06-06 19:47:11,overcast clouds
283,Beringovskiy,63.05,179.3167,34.66,99,100,4.54,RU,2021-06-06 19:47:12,light rain
284,Birjand,32.8663,59.2211,81.07,12,0,4.61,IR,2021-06-06 19:47:12,clear sky
285,Balud,10.1476,123.6953,76.96,79,100,6.4,PH,2021-06-06 19:47:13,light rain
286,Shatki,55.1887,44.1249,54.5,97,26,3.91,RU,2021-06-06 19:47:13,scattered clouds
287,Ixtapa,20.7,-105.2,85.23,66,40,11.5,MX,2021-06-06 19:47:13,scattered clouds
288,Ode,7.7899,5.7117,71.17,96,92,7.56,NG,2021-06-06 19:47:14,overcast clouds
289,Verkhnevilyuysk,63.4453,120.3167,48.24,91,100,5.32,RU,2021-06-06 19:47:14,overcast clouds
290,Carballo,43.213,-8.691,65.62,86,95,7.07,ES,2021-06-06 19:47:14,overcast clouds
291,Osmena,10.5208,119.9258,82.06,80,100,6.15,PH,2021-06-06 19:47:15,overcast clouds
292,Azuaga,38.2667,-5.6833,75.88,27,60,3.58,ES,2021-06-06 19:47:15,broken clouds
293,Byron Bay,-28.65,153.6167,50.88,91,14,7.31,AU,2021-06-06 19:43:59,few clouds
294,Husavik,66.0449,-17.3389,57.11,62,86,13.04,IS,2021-06-06 19:47:15,overcast clouds
295,Ostrovnoy,68.0531,39.5131,39.67,87,7,8.16,RU,2021-06-06 19:47:16,clear sky
296,Honningsvag,70.9821,25.9704,40.75,70,0,8.05,NO,2021-06-06 19:47:16,clear sky
297,Nurota,40.5614,65.6886,82.49,20,3,3.33,UZ,2021-06-06 19:47:17,clear sky
298,Ahipara,-35.1667,173.1667,59.83,90,100,17.72,NZ,2021-06-06 19:47:17,overcast clouds
299,Samarai,-10.6167,150.6667,78.19,88,100,15.64,PG,2021-06-06 19:47:17,overcast clouds
300,Lucapa,-8.4192,20.7447,69.24,44,59,3.4,AO,2021-06-06 19:47:18,broken clouds
301,Leningradskiy,69.3833,178.4167,38.16,87,15,12.15,RU,2021-06-06 19:42:59,few clouds
302,Banda Aceh,5.5577,95.3222,79.77,75,100,13.06,ID,2021-06-06 19:45:01,overcast clouds
303,Takoradi,4.8845,-1.7554,80.08,81,7,10.92,GH,2021-06-06 19:47:18,clear sky
304,Kirovsk,48.6375,38.6428,55.62,89,95,6.6,UA,2021-06-06 19:47:18,overcast clouds
305,Plettenberg Bay,-34.0527,23.3716,68.5,26,3,10.94,ZA,2021-06-06 19:47:19,clear sky
306,Bonfim,3.0833,-59.95,84.58,69,65,6.22,BR,2021-06-06 19:47:19,broken clouds
307,Esperance,-33.8667,121.9,53.44,59,100,28.39,AU,2021-06-06 19:47:19,overcast clouds
308,Los Llanos De Aridane,28.6585,-17.9182,64.15,86,20,11.65,ES,2021-06-06 19:47:20,few clouds
309,Praia Da Vitoria,38.7333,-27.0667,70.05,73,40,4.18,PT,2021-06-06 19:47:20,scattered clouds
310,Tromso,69.6496,18.957,63.25,46,0,16.11,NO,2021-06-06 19:43:21,clear sky
311,Harper,4.375,-7.7169,77.81,88,100,9.95,LR,2021-06-06 19:47:21,overcast clouds
312,Dutlwe,-23.9833,23.9,49.01,51,0,10.6,BW,2021-06-06 19:47:21,clear sky
313,Penarroya-Pueblonuevo,38.3,-5.2667,80.71,33,7,5.08,ES,2021-06-06 19:47:22,clear sky
314,Nhulunbuy,-12.2333,136.7667,75.81,83,75,4.61,AU,2021-06-06 19:47:22,broken clouds
315,Lasa,46.6166,10.7002,63.48,92,100,4.05,IT,2021-06-06 19:47:22,overcast clouds
316,Bosaso,11.2842,49.1816,92.14,42,0,5.88,SO,2021-06-06 19:44:07,clear sky
317,Mayachnyy,52.6839,55.685,57.09,62,5,6.62,RU,2021-06-06 19:47:23,clear sky
318,Baiyin,36.5583,104.2081,54.48,53,74,7.31,CN,2021-06-06 19:47:23,broken clouds
319,Puerto Escondido,15.85,-97.0667,90.43,62,40,10.36,MX,2021-06-06 19:47:23,scattered clouds
320,Uchaly,54.2996,59.4521,51.98,59,74,3.13,RU,2021-06-06 19:47:24,broken clouds
321,Mandan,46.8267,-100.8896,82.38,24,1,7.0,US,2021-06-06 19:47:24,clear sky
322,Puerto Carreno,6.189,-67.4859,87.98,64,95,2.53,CO,2021-06-06 19:47:24,overcast clouds
323,Lakes Entrance,-37.8811,147.981,50.18,72,100,9.4,AU,2021-06-06 19:47:25,overcast clouds
324,Maumere,-8.6199,122.2111,77.63,81,99,1.7,ID,2021-06-06 19:47:25,overcast clouds
325,Lourdes,43.1,-0.05,65.68,63,75,4.61,FR,2021-06-06 19:47:25,broken clouds
326,Cookeville,36.1628,-85.5016,76.71,83,75,6.62,US,2021-06-06 19:46:42,broken clouds
327,Omboue,-1.5746,9.2618,76.42,93,70,5.23,GA,2021-06-06 19:47:26,broken clouds
328,Zalantun,48.0,122.7167,52.47,68,0,2.98,CN,2021-06-06 19:47:26,clear sky
329,Baturaja,-4.1333,104.1667,71.22,97,29,2.39,ID,2021-06-06 19:47:27,scattered clouds
330,Arani,12.6667,79.2833,85.23,62,100,6.6,IN,2021-06-06 19:47:27,overcast clouds
331,Tank,32.2217,70.3793,97.52,24,0,3.71,PK,2021-06-06 19:44:19,clear sky
332,Dhangadhi,28.7079,80.5961,85.71,37,6,2.75,NP,2021-06-06 19:47:28,clear sky
333,Petropavlovsk-Kamchatskiy,53.0452,158.6483,41.59,100,90,2.55,RU,2021-06-06 19:47:28,light rain
334,Sumbe,-11.2061,13.8437,74.39,89,38,6.64,AO,2021-06-06 19:47:29,scattered clouds
335,Vershino-Darasunskiy,52.35,115.5167,50.81,55,46,2.93,RU,2021-06-06 19:47:29,scattered clouds
336,Kabanjahe,3.1001,98.4908,65.16,97,85,4.03,ID,2021-06-06 19:47:29,overcast clouds
337,Shilovo,54.3204,40.874,57.38,94,90,5.48,RU,2021-06-06 19:47:30,overcast clouds
338,Kieta,-6.2167,155.6333,78.15,85,99,4.63,PG,2021-06-06 19:46:45,light rain
339,Ust-Maya,60.4167,134.5333,60.87,80,94,6.04,RU,2021-06-06 19:47:30,overcast clouds
340,Mitu,1.1983,-70.1733,78.73,93,98,1.99,CO,2021-06-06 19:47:30,overcast clouds
341,Pimentel,-6.8367,-79.9342,71.89,81,90,5.01,PE,2021-06-06 19:47:31,overcast clouds
342,Hope,33.6671,-93.5916,82.29,61,40,5.28,US,2021-06-06 19:45:14,scattered clouds
343,Poya,-21.35,165.15,67.84,62,97,6.73,NC,2021-06-06 19:47:31,overcast clouds
344,Pogranichnyy,44.4064,131.3769,52.66,93,32,2.42,RU,2021-06-06 19:47:32,scattered clouds
345,Huntington,38.4193,-82.4452,88.21,69,1,3.0,US,2021-06-06 19:44:09,clear sky
346,Kavieng,-2.5744,150.7967,81.34,77,90,7.43,PG,2021-06-06 19:47:32,light rain
347,Hudiksvall,61.729,17.1036,62.53,68,78,3.96,SE,2021-06-06 19:47:33,broken clouds
348,Denpasar,-8.65,115.2167,80.26,94,20,1.54,ID,2021-06-06 19:43:48,few clouds
349,Kavaratti,10.5669,72.642,82.74,75,100,10.76,IN,2021-06-06 19:47:33,overcast clouds
350,Sudzha,51.1976,35.2726,54.72,94,92,4.56,RU,2021-06-06 19:47:34,overcast clouds
351,Tiznit,29.5833,-9.5,70.25,60,100,3.71,MA,2021-06-06 19:47:34,overcast clouds
352,Margate,51.3813,1.3862,66.06,74,68,1.01,GB,2021-06-06 19:47:34,broken clouds
353,Kalabagh,32.965,71.557,97.68,26,0,2.91,PK,2021-06-06 19:47:35,clear sky
354,Bowen,-20.0167,148.2333,64.62,79,98,9.8,AU,2021-06-06 19:43:12,overcast clouds
355,Yulara,-25.2406,130.9889,42.64,65,8,5.75,AU,2021-06-06 19:47:35,clear sky
356,Moose Factory,51.2585,-80.6094,80.6,44,40,10.36,CA,2021-06-06 19:47:36,scattered clouds
357,Deep River,46.1001,-77.4995,93.43,49,91,10.02,CA,2021-06-06 19:45:05,overcast clouds
358,Goba,7.0167,39.9833,49.44,92,100,4.47,ET,2021-06-06 19:47:36,overcast clouds
359,Egvekinot,66.3167,-179.1667,35.37,71,10,1.92,RU,2021-06-06 19:47:36,clear sky
360,Mombetsu,44.3525,143.3525,53.19,90,100,4.7,JP,2021-06-06 19:47:37,overcast clouds
361,Maceio,-9.6658,-35.7353,81.84,69,20,8.88,BR,2021-06-06 19:44:02,few clouds
362,Nalut,30.3333,10.85,91.0,11,38,14.92,LY,2021-06-06 19:47:37,scattered clouds
363,Marevo,57.3146,32.0804,57.87,80,35,0.38,RU,2021-06-06 19:47:38,scattered clouds
364,Zhigansk,66.7697,123.3711,47.55,50,100,6.06,RU,2021-06-06 19:46:16,overcast clouds
365,Cam Ranh,11.9214,109.1591,84.16,65,20,6.2,VN,2021-06-06 19:47:38,few clouds
366,Henties Bay,-22.116,14.2845,74.86,45,0,1.05,NA,2021-06-06 19:47:39,clear sky
367,Teguldet,57.3064,88.1667,54.66,94,100,11.3,RU,2021-06-06 19:47:39,overcast clouds
368,Robertsport,6.7533,-11.3686,81.41,82,100,11.01,LR,2021-06-06 19:47:39,overcast clouds
369,Marsa Matruh,31.3525,27.2453,71.8,68,0,9.22,EG,2021-06-06 19:44:32,clear sky
370,La Ronge,55.1001,-105.2842,64.62,59,75,6.91,CA,2021-06-06 19:47:40,broken clouds
371,Kuala Selangor,3.35,101.25,79.0,84,64,4.27,MY,2021-06-06 19:47:40,broken clouds
372,Kurtamysh,54.9103,64.4319,58.91,47,94,5.82,RU,2021-06-06 19:47:40,overcast clouds
373,Mahdalynivka,48.921,34.9156,59.58,94,15,6.76,UA,2021-06-06 19:47:41,few clouds
374,Kangaatsiaq,68.3065,-53.4641,37.27,91,56,11.01,GL,2021-06-06 19:47:41,broken clouds
375,Luzhou,28.8724,105.4405,76.75,73,100,2.37,CN,2021-06-06 19:47:41,overcast clouds
376,Coahuayana,18.7333,-103.6833,93.97,45,99,8.7,MX,2021-06-06 19:47:42,overcast clouds
377,Grand Island,40.925,-98.342,86.99,39,1,8.01,US,2021-06-06 19:47:42,clear sky
378,Cayenne,4.9333,-52.3333,84.24,84,40,3.0,GF,2021-06-06 19:47:01,scattered clouds
379,Halifax,44.6453,-63.5724,78.8,50,81,1.99,CA,2021-06-06 19:43:18,broken clouds
380,Half Moon Bay,37.4636,-122.4286,84.81,61,1,1.01,US,2021-06-06 19:47:43,haze
381,Alta Floresta,-9.8756,-56.0861,93.02,38,40,3.44,BR,2021-06-06 19:47:28,scattered clouds
382,Santiago Del Estero,-27.7951,-64.2615,62.92,61,91,2.19,AR,2021-06-06 19:47:43,overcast clouds
383,Brokopondo,4.75,-55.1667,82.2,76,69,9.55,SR,2021-06-06 19:47:44,light rain
384,Kalmunai,7.4167,81.8167,81.82,75,100,4.36,LK,2021-06-06 19:47:44,overcast clouds
385,Fernley,39.608,-119.2518,91.72,10,44,1.99,US,2021-06-06 19:47:44,scattered clouds
386,Fort Nelson,58.8053,-122.7002,53.19,76,75,9.22,CA,2021-06-06 19:47:22,broken clouds
387,Mangai,-4.05,19.5333,71.96,85,53,3.4,CD,2021-06-06 19:47:45,broken clouds
388,Kahului,20.8947,-156.47,82.42,66,20,17.27,US,2021-06-06 19:43:10,few clouds
389,Teacapan,22.55,-105.75,88.48,55,5,12.75,MX,2021-06-06 19:47:45,clear sky
390,Praya,14.9215,-23.5087,77.54,69,20,21.85,CV,2021-06-06 19:43:49,few clouds
391,Eltham,-39.4292,174.3,53.19,97,100,4.36,NZ,2021-06-06 19:47:46,overcast clouds
392,Mercedes,-34.6515,-59.4307,59.04,55,99,6.58,AR,2021-06-06 19:47:46,overcast clouds
393,Itapora,-22.0799,-54.7874,89.22,27,65,9.89,BR,2021-06-06 19:47:47,broken clouds
394,Gogrial,8.5332,28.1004,78.03,74,50,1.21,SS,2021-06-06 19:47:47,light rain
395,Methala,10.2166,76.2166,78.8,91,87,1.86,IN,2021-06-06 19:47:48,overcast clouds
396,Sicamous,50.8331,-118.9856,67.28,46,81,2.53,CA,2021-06-06 19:47:48,broken clouds
397,Asosa,10.0667,34.5333,62.98,89,97,2.64,ET,2021-06-06 19:47:48,overcast clouds
398,Laguna,38.421,-121.4238,92.25,37,1,5.01,US,2021-06-06 19:47:49,clear sky
399,Severo-Yeniseyskiy,60.3725,93.0408,38.86,90,100,3.11,RU,2021-06-06 19:47:49,light rain
400,La Sarre,48.8002,-79.1996,84.43,49,38,8.3,CA,2021-06-06 19:45:14,scattered clouds
401,Emba,48.8264,58.1442,65.07,48,100,11.63,KZ,2021-06-06 19:47:50,overcast clouds
402,Blackwater,-23.5833,148.8833,48.02,48,0,4.18,AU,2021-06-06 19:47:50,clear sky
403,Mitsamiouli,-11.3847,43.2844,78.39,69,14,14.07,KM,2021-06-06 19:47:50,few clouds
404,Lumphat,13.4878,106.9816,72.93,98,100,1.5,KH,2021-06-06 19:47:51,overcast clouds
405,Nuuk,64.1835,-51.7216,45.21,87,90,9.22,GL,2021-06-06 19:47:51,light snow
406,Madinat Sittah Uktubar,29.8167,31.05,77.56,50,0,17.38,EG,2021-06-06 19:47:51,clear sky
407,Mareeba,-17.0,145.4333,66.92,94,92,3.74,AU,2021-06-06 19:47:52,overcast clouds
408,Talnakh,69.4865,88.3972,30.49,99,100,3.09,RU,2021-06-06 19:47:52,light snow
409,Bay-Khaak,51.1667,94.5,44.13,73,88,1.81,RU,2021-06-06 19:47:52,overcast clouds
410,Areosa,41.7178,-8.8571,70.86,82,7,12.84,PT,2021-06-06 19:47:53,clear sky
411,Manbij,36.5281,37.9549,74.17,40,0,12.12,SY,2021-06-06 19:47:53,clear sky
412,Sobradinho,-12.8333,-39.1,72.57,88,22,5.21,BR,2021-06-06 19:47:54,few clouds
413,Klaksvik,62.2266,-6.589,49.12,98,100,16.22,FO,2021-06-06 19:47:54,overcast clouds
414,Lokoja,7.8024,6.743,76.5,92,99,4.36,NG,2021-06-06 19:47:54,overcast clouds
415,Grao Mogol,-16.5594,-42.8897,74.12,47,40,4.05,BR,2021-06-06 19:47:55,scattered clouds
416,Boende,-0.2167,20.8667,70.75,98,100,2.06,CD,2021-06-06 19:47:55,overcast clouds
417,Santa Cruz,-17.8,-63.1667,76.46,73,75,5.75,BO,2021-06-06 19:47:56,light rain
418,Kindu,-2.95,25.95,71.06,96,100,2.93,CD,2021-06-06 19:47:56,overcast clouds
419,Okahandja,-21.9833,16.9167,57.51,40,0,11.3,NA,2021-06-06 19:47:57,clear sky
420,Wagga Wagga,-35.1167,147.3667,40.6,100,100,3.94,AU,2021-06-06 19:47:57,overcast clouds
421,Ancud,-41.8697,-73.8203,51.22,82,100,15.95,CL,2021-06-06 19:47:57,light rain
422,Camana,-16.6228,-72.7111,66.34,76,19,6.8,PE,2021-06-06 19:47:58,few clouds
423,Launceston,-41.45,147.1667,55.04,91,90,3.0,AU,2021-06-06 19:47:58,overcast clouds
424,Jacupiranga,-24.6925,-48.0022,70.09,86,98,3.04,BR,2021-06-06 19:47:58,moderate rain
425,Walker,30.7335,-95.5669,90.32,62,40,8.05,US,2021-06-06 19:47:59,scattered clouds
426,Amapa,1.0,-52.0,77.4,94,100,2.84,BR,2021-06-06 19:47:59,light rain
427,Channahon,41.4295,-88.2287,88.09,57,90,1.01,US,2021-06-06 19:43:44,overcast clouds
428,Saint-Pierre,-21.3393,55.4781,69.44,93,75,8.05,RE,2021-06-06 19:47:14,heavy intensity rain
