City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
283,Potosi,BO,2021-06-06 16:02:55,-19.5836,-65.7531,48.36,16,75,12.86
284,Oranjemund,NA,2021-06-06 16:02:56,-28.55,16.4333,70.03,34,0,6.22
285,San Mateo Ixtatan,GT,2021-06-06 16:02:56,15.8319,-91.4781,61.72,71,85,3.62
286,Atikokan,CA,2021-06-06 16:02:56,48.7555,-91.6216,84.15,53,66,14.67
287,Sur,OM,2021-06-06 16:02:57,22.5667,59.5289,86.76,73,0,12.97
288,Athabasca,CA,2021-06-06 16:00:49,54.7169,-113.2854,55.54,51,99,16.08
289,Victoria,HK,2021-06-06 16:02:24,22.2855,114.1577,82.45,87,15,7.0
290,Kamaishi,JP,2021-06-06 16:02:57,39.2667,141.8833,62.58,82,98,7.67
291,Bilibino,RU,2021-06-06 16:02:58,68.0546,166.4372,55.0,62,3,3.22
292,Touros,BR,2021-06-06 16:02:58,-5.1989,-35.4608,76.1,68,41,14.97
293,Rochegda,RU,2021-06-06 16:01:09,62.8,43.25,68.27,52,65,9.73
294,Gamba,GA,2021-06-06 16:02:59,-2.65,10.0,79.54,80,89,10.13
